64	1	20	28	28	5	5	0	0	1	1
64	20	50	12	12	5	5	0	0	1	1
64	512	128	5	5	1	1	0	0	1	1
64	528	128	5	5	1	1	0	0	1	1
64	832	32	8	8	1	1	0	0	1	1
64	48	192	14	14	1	1	0	0	1	1
64	48	192	14	14	1	1	0	0	1	1
64	480	16	16	16	1	1	0	0	1	1
64	256	48	14	14	1	1	0	0	1	1
64	832	48	8	8	1	1	0	0	1	1
64	16	64	56	56	1	1	0	0	1	1
64	192	16	32	32	1	1	0	0	1	1
64	512	24	16	16	1	1	0	0	1	1
64	32	128	28	28	1	1	0	0	1	1
64	64	16	56	56	1	1	0	0	1	1
64	64	256	14	14	1	1	0	0	1	1
64	128	32	28	28	1	1	0	0	1	1
64	384	48	14	14	1	1	0	0	1	1
64	512	32	16	16	1	1	0	0	1	1
64	528	32	16	16	1	1	0	0	1	1
10	3	16	256	256	3	3	1	1	1	1
64	384	64	14	14	1	1	0	0	1	1
64	16	48	16	16	5	5	2	2	1	1
16	4096	60	9	9	1	1	0	0	1	1
10	1024	1000	4	4	1	1	1	1	1	1
64	192	32	32	32	1	1	0	0	1	1
64	128	16	56	56	1	1	0	0	1	1
64	256	32	28	28	1	1	0	0	1	1
64	512	64	14	14	1	1	0	0	1	1
16	512	60	29	29	1	1	0	0	1	1
64	32	128	8	8	5	5	2	2	1	1
64	832	128	8	8	1	1	0	0	1	1
64	480	64	16	16	1	1	0	0	1	1
64	64	128	64	64	1	1	0	0	2	2
64	128	256	32	32	1	1	0	0	2	2
64	256	32	32	32	1	1	0	0	1	1
64	256	512	16	16	1	1	0	0	2	2
64	512	64	16	16	1	1	0	0	1	1
64	832	160	8	8	1	1	0	0	1	1
64	24	64	16	16	5	5	2	2	1	1
64	48	128	8	8	5	5	2	2	1	1
64	832	192	8	8	1	1	0	0	1	1
10	16	32	128	128	3	3	1	1	1	1
10	32	64	64	64	3	3	1	1	1	1
64	480	96	16	16	1	1	0	0	1	1
10	64	128	32	32	3	3	1	1	1	1
10	128	256	16	16	3	3	1	1	1	1
10	256	512	8	8	3	3	1	1	1	1
10	512	1024	4	4	3	3	1	1	1	1
16	256	60	57	57	1	1	0	0	1	1
64	192	64	32	32	1	1	0	0	1	1
64	16	32	32	32	5	5	2	2	1	1
64	32	64	16	16	5	5	2	2	1	1
64	832	256	8	8	1	1	0	0	1	1
64	512	112	16	16	1	1	0	0	1	1
64	512	112	16	16	1	1	0	0	1	1
64	48	192	14	14	3	3	1	1	1	1
64	64	64	64	64	1	1	0	0	1	1
64	256	64	32	32	1	1	0	0	1	1
64	512	128	16	16	1	1	0	0	1	1
64	528	128	16	16	1	1	0	0	1	1
64	192	96	32	32	1	1	0	0	1	1
64	512	144	16	16	1	1	0	0	1	1
64	832	384	8	8	1	1	0	0	1	1
64	512	160	16	16	1	1	0	0	1	1
64	528	160	16	16	1	1	0	0	1	1
64	3	64	228	228	3	3	0	0	2	2
64	480	192	16	16	1	1	0	0	1	1
64	32	128	16	16	5	5	2	2	1	1
64	16	64	56	56	3	3	1	1	1	1
64	32	128	28	28	3	3	1	1	1	1
64	64	256	14	14	3	3	1	1	1	1
64	160	320	8	8	3	3	1	1	1	1
64	256	128	32	32	1	1	0	0	1	1
64	528	256	16	16	1	1	0	0	1	1
64	192	384	8	8	3	3	1	1	1	1
64	96	208	16	16	3	3	1	1	1	1
64	112	224	16	16	3	3	1	1	1	1
64	64	128	64	64	3	3	1	1	2	2
64	128	256	32	32	3	3	1	1	2	2
64	256	512	16	16	3	3	1	1	2	2
64	32	96	32	32	5	5	2	2	1	1
16	3	64	256	256	3	3	100	100	1	1
64	3	64	228	228	3	3	1	1	1	1
64	144	288	16	16	3	3	1	1	1	1
64	512	1000	14	14	1	1	0	0	1	1
64	96	128	32	32	3	3	1	1	1	1
64	160	320	16	16	3	3	1	1	1	1
64	3	96	256	256	11	11	0	0	4	4
64	64	64	64	64	3	3	1	1	1	1
64	128	128	32	32	3	3	1	1	1	1
64	256	256	16	16	3	3	1	1	1	1
64	256	256	16	16	3	3	1	1	1	1
64	512	512	8	8	3	3	1	1	1	1
64	3	64	256	256	7	7	3	3	2	2
64	256	384	15	15	3	3	1	1	1	1
64	384	256	15	15	3	3	1	1	1	1
64	128	192	32	32	3	3	1	1	1	1
64	384	384	15	15	3	3	1	1	1	1
16	4096	4096	9	9	1	1	0	0	1	1
64	64	192	64	64	3	3	1	1	1	1
64	512	512	15	15	3	3	1	1	1	1
64	96	256	31	31	5	5	2	2	1	1
16	64	128	227	227	3	3	1	1	1	1
64	64	128	114	114	3	3	1	1	1	1
16	128	256	114	114	3	3	1	1	1	1
64	128	256	57	57	3	3	1	1	1	1
16	256	512	57	57	3	3	1	1	1	1
64	256	512	29	29	3	3	1	1	1	1
16	64	64	454	454	3	3	1	1	1	1
16	128	128	227	227	3	3	1	1	1	1
64	64	64	228	228	3	3	1	1	1	1
64	128	128	114	114	3	3	1	1	1	1
16	256	256	114	114	3	3	1	1	1	1
64	256	256	57	57	3	3	1	1	1	1
16	512	512	57	57	3	3	1	1	1	1
64	512	512	29	29	3	3	1	1	1	1
16	512	4096	15	15	7	7	0	0	1	1
